sentence	label
very amusing , not the usual route for a thriller , and the performances are odd and pixilated , sometimes both from	1
like life on the island , the movie grows boring with the scenery .	0
films about loss , grief and recovery are pretty valuable these days .	1
schnitzler does a fine job of the sleekness of the film ' s present with the playful paranoia of the film ' s past . '	1
in comparison to the earlier films it seems a disappointingly thin slice of lower - class london life ; despite its title . . . comes to surprisingly little .	0
cattaneo reworks the formula that made the full monters a smashing success . . . but neglects it exactly the magic that made it all work .	0
it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its situation , is about grief and even permits laughter .	1
. creatively stillborn and executed in a script that i ' m not sure could be a single iota worse . . . a soulless hunk of exploitative garbage .	0
it ' s a glorified sitcom , and a long , unfunny one at that .	0
everything in maid in manhattan is exceedingly intelligent , designed not to fiend .	1
entertains up so much not of its music or comic anti - , halfway through the perverse pleasure of watching disney scrape the gum of its own cracker barrel .	0
Although a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .	1
an alternately fascinating and frustrating documentary .	1
bad and baffling from the get - go .	0
one of those joyous films that leaps over national boundaries and celebrates universal humanism .	1
of all the halloween ' s , this is the most visually andrepealing .	0
reveals how important our special talents can be when put in service of of soldiers .	1
but it has an ambition to say something about its subjects , but not a lie .	0
with the prospect of films like kangaroo jack about to burst through america ' s winter movie screens it ' s a fortunate to have a film during the hours with an alternative .	1
cal is an unpleasantly colorful and immature person with whom to spend 110 claustrophobic minutes .	0
it ' s never dull and it looks good .	1
exploits - l - headbanger - rrbrb - stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	1
flashy gadgets and whirling fight sequences may look cool , but they ca n ' t distract from the flawed support structure holding equilibrium up .	0
all movie long , city by the sea swings from one approach to the other , but in the end , it stays with formula - - which is a waste of de niro , mcdora and the other top actors in the film .	0
perhaps the best sports movie i ' ve ever seen .	1
yet in its own aloof , unreachable way it ' s so fascinating you wo n ' t be able to look away for a second .	1
it ' s provocative stuff , but the speculative sequel is hampered by taktor ' s cartoonish performance and the film ' s heart - considered notion that hitler ' s destiny is shaped on the most random of chances .	0
this tale has been told and retold ; the races and rackets change , but the song remains the same .	0
halfway through the movie , the humor dwindles in	0
i liked the original short story of this movie , even for an hour and twenty - some minutes but it ' s too long and really goes nowhere .	0
the acting is fine but the script is about as much as a collection of conversations in the wal - mart checkout line .	0
it ' s as if allen , at 66 , has stopped challenging himself .	0
bill morrison ' s decasia is uncompromising , difficult and unbearably beautiful .	1
pretend it ' s a werewolf itself by avoiding eye contact and walking slowly away .	0
a quirky comedy set in newfoundland that cleverly captures the dry wit that ' s so rare on the rock .	1
a fascinating documentary that provides a revealing and revealing overview of the ancient holistic healing system	1
nettelbeck . . . has a pleasing way with a metaphor .	1
chamber of secrets , find millions of required fans .	1
paid in advance is remarkably engaging without being noticeably derivative of goodfellas and at least a half dozen other trouble - in - the - ghetto flicks .	1
malkovich is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .	1
a film really has to be exceptional to justify the three hour running time , and this is n ' t .	0
upper west woody skier introduced narcissism and self - congratulation disguised as a tribute .	0
. . . despite lagging behind the finish line , the film is a good race , one that should have you at the edge of your seat for long stretches . '	1
i ' ll set out on a limb .	1
the film occasionally tries the viewer ' s patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .	1
awful - for but , s seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .	0
watching queen of the damned is like reading a research paper , with special effects tossed in .	0
muddled , simplistic and more than a little pretentious .	0
gets bogged down by an overly sillified plot and t characters and the start pacing .	0
it ' s also rather leaden and dull .	0
davis . . . gets vivid performances from her cast and pulls off some deft ally murbean - style fantasy sequences .	1
there ' s got to be a more effective way of portraying the devastation of this disease .	0
ferrare ' s strongest and most touching movie of recent years .	1
tries to work in the same vein as the brilliance of animal house but instead comes close to the failure of the third revenge of the nerds sequel .	0
labute skillfully balances both traditional or modern themes together in a manner that one never overwhelms the other .	1
the movie ' s maudlin focus on the younger ' s infirmity and its naive dreams play like the worst kind of hollywood heart - string plucking .	0
anyone not into high - tech splatterfests is advised to take the warning literally , and log on to something more user - friendly .	0
an incredibly thoughtful , gently meditative picture that neatly and effectively captures the debilitating grief felt in the immediate wake of the terrorist attacks .	1
deserves a passing nomination sit next to nanook as a landmark in film history .	1
little more than a well - mounted history lesson .	0
there is n ' t one moment in the film that surprises or delights .	0
boy , have this franchise will run out of gas .	0
each creature immediately succumbs to gravity and plummets to earth .	0
a reek of die hard and cliffhanger but it ' s nowhere near as exciting as either .	0
` ` abandon ' ' will leave you wanting to abandon the theater .	0
but on the whole , you ' re gonna like this movie .	1
a tone poem about transgression .	1
one of the best bad horror movies of recent memory , with some real shocks in store for uneesy viewers .	1
most haunting about ` ` fence ' ' is its conclusion , when we hear the ultimate performance of the girls and realize , much in our hearts , that this really did happen .	1
a film that will be best appreciated by those willing to endure its extremely languorous rhythms : waiting for happiness is ultimately thoughtful without having much dramatic impact	1
i again my very humble opinion , in praise of love lacks even the most fragmented charms i have seen in almost all of his previous works .	0
a decent - enough nail - biter that stands a good chance of being the big hit cranklin needs to stay afloat in hollywood .	1
Unlike a feature - length film , it wears out its welcome as tryingly as the title character .	0
offers a persuasive look at a defeated but defiant nation in flux .	1
this movie is genial but never inspired , and little about it will stay with you .	0
there ' s not one decent performance from the cast and just one lame line of dialogue .	0
on that note , the film certainly does n ' t disappoint .	1
i ' m sure mainstream audiences will be baffled , but , for those living at least a minimal portrayal of woolf and clarissa dalloway , the hours represents one of those well spent .	1
it is a happy , heady jumble of thought and storytelling , an insane comic , that ultimately coheres into a sane and breathtakingly creative film .	1
some body is a dark , uncertain film that nevertheless touches a few raw moments .	1
it must be the end of the world : the only film so far this year is a franchise picture starring wesley snipes and	1
it cooks conduct to a low , smoky and slow sizzle .	1
the story is - - forgive me - - a little tired , and the filmmaking clumsy and rushed .	0
joli has gives it that extra little something that makes it worth checking out at theaters , especially if you ' re in the mood for something less comfortable than challenging .	1
there ' s something fishy about a seasonal holiday kids ' movie . . . that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups .	0
both arresting and damned compelling .	1
i do n ' t know if frailty will turn bill paxton into an a - list director , but he sits rest contentedly with the knowledge that he ' s made at least one damn film acting already .	1
i know that i ' ve never been to marvin gaye or the supreme authority the same way again	1
time of favor could have given audiences the time of day , decide on the elements of a revealing alienation among the culture of people who sadly are at hostile odds with one another in recklessness and retaliation .	0
not exaggerated enough to be a parody of family - out flick , college flick , or even flicksss in general .	0
while i ca n ' t say it ' s on par with the first one , sloppy little 2 is a light - fun cheese puff of a movie .	1
it ' s a scorcher .	1
may take the sweet time to get wherever it ' s going , but if you have the patience for it , you wo n ' t feel like it ' s wasted . .	1
campbell scott finds the ideal outlet for a knife - knifeflection in the role of roger swanson .	1
claire is a terrific role and and like judd , who really ought to be playing villains .	1
there are flaws , but also stretches of impact and moments of awe ; we ' re wrapped up in the characters , how they make their music , and why .	1
j . lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she ' s a pretty woman , but she ' s no working girl .	1
the movie ' s downfall is to substitute plot for personality .	0
too smart to appreciate but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .	0
wander all over the map thematic and stylisticallyally , and departss heavily from lynch , mieunet , and von trier while failing to find a spark of its own .	0
puts to heart any thought that the german film who can not make this delightful comedy centering on food .	1
it ' s excessively quirky and a little underconfident in its delivery , but otherwise it is the best ` old neighborhood ' film since christological walk - kinda romanced cyndi larder in the opportunists .	1
more a gunfest than a rock concert .	0
this story of a determined woman ' s courage to find her husband in a war who offers winning performances and some effecting moments .	1
the asylum material is gripping , as are the scenes of jia with his family .	1
a meditation on time and destiny , frailty is blood - curdling stuff .	1
compulsively watchable , no matter how depressing things get .	1
huppert ' s show to steal and she makes a meal of it by channelling kathy burger ' s creepy turn as the repressed mark on boston public just as much as for women ' s auststine .	1
- l - a - rrbrb - painfully flat gross - out comedy . . .	0
the picture ' s fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .	1
though its rather routine script is loaded with familiar situations , the movie has a cinematic originality and sense of intelligence that makes it work more than it probably should .	1
romantic , riveting and handsomely animated .	1
the pacing is deadly , the narration helps little and naipaul , a juirky writer , to nelson .	0
and lee seems just as expectant of an adami , wide - smiling performance .	1
but what is missing from it all is a moral .	0
when it ' s about wallowing in hormonal melodrama , ` ` real women without curves ' ' is a sweet , honest , and enjoyable comedy - comedy about a young woman who wants many things in life , but fears she ' ll become her mother before she gets to fulfill her dreams .	1
if you ' re as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then that ' s at the right film .	1
the catch is that they ' s stuck with a script that prevents them from running on all cylinders .	0
a moving and weighty depiction of one woman ' s attempts to heal after the death of a child .	1
worth seeing just for raver and lapaglia .	1
the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .	0
able to make head or ear of the story in the hip - hop indie snipes is enough to cause you brain strain - - and the pay - off is negligible .	0
watching this film , what we feel is n ' t mainly suspense or passion .	0
it deserves to be seen everywhere .	1
vividly demonstrates that the director of such hollywood blockbusters as patriotism can still turn out a small , personal film with an emotional wallop .	1
the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .	0
latency is an in - your - face , white and black comedy that is filled with raw emotions conveying despair and love .	1
animated wal meant to mock the self - image of drollling idiots .	0
the performances are an absolute delight .	1
though a capable thriller , somewhere along the way k - 19 jettisoned some crucial drama .	0
wildly incompetent but brilliantly named : past dead - - or for seagal pessimists : totally past dead dead .	0
the film sounds like the stuff of lurid melodrama , but what makes it interesting as a case study is the fact that the story is told from paul ' s perspective .	1
just a kiss is a just a waste .	0
as if drop dead gorgeous was n ' t enough , this equally derisive cy bender is fixated on the spectacle of small - town competition .	0
the pool drowned me in boredom .	0
lasker ' s canny , meditative script distances sex from love , asphron and ruther . . . realize they ca n ' t get no satisfaction without the latter .	1
informative , accessible , observant , often touching . . . gives a human view to what ' s on about in purely abstract terms .	1
it ' s fun , splashy and entertaining and nasty .	1
a remarkable film from bernard rose .	1
miyazaki is one of world cinema ' s most wondrously gifted artists and storytellers .	1
sometimes charming and and infuriating , this argentinean ` dramed ball ' succeeds mainly on the shoulders of its actors .	1
succeeds but its recent predecessor miserably fails when it demands that you suffer the dreadfulness of war from both sides .	1
the satires much too easy to be genuinely satisfying .	0
if you ' re not fans of the adventues of steve and terri , you should avoid this like ingfued king brown snake .	0
it ' s enough to watch huppert scheming , with those small , intelligent eyes as steady to is the villain , and to enjoy the perfectly pitched web of tension that chabrol spins as	1
adroit but finally , trifle flat , mad cows does n ' t galvanize its outrage the way , say , jane campion might have hoped , but only doubt it possesses some .	0
handsome and funny approach to the workplace romantic comedy .	1
cool gadgets and creatures keep this fresh .	1
lush and beautifully creative - l - somebody suggested the stills might make a nice coffee table book - rrbrb - - but ultimately you ' ll exit the theater wondering why these people mattered .	0
a venturesome , fully realized psychological mood piece that reveals its first real time the director ' s understanding of the expressive power of the camera .	1
revvy director robert j . siegel and his co - writers keep the story subtle and us in suspense .	1
perhaps the most thoughtful fictional examination of the root causes of anti - semitism ever seen on screen .	1
like an afterschool special with writing by gianni versace , mad love looks better than it feels .	0
significantly better than its 2002 children ' s - game competition .	1
- l - t - rrbrb - his slop does n ' t even have potential as a cult film , as it ' s too loud to shout insults at the screen .	0
lee ' s achievement extends to his dapple understanding of the role that brown played in american culture as an athlete , a movie star , and an image of black indomitability .	1
not a stereotype is omitted nor a cliché goes unsaid .	0
a terrific spy movie , whatever your orientation .	1
. . . ` ` searching for columbine ' ' remains a disquieting and thought - provoking film . . .	1
- l - h - rrbrb - ad i suffered and bled on the hard ground . i trusted drang , i ' d want something a bit more complex than we were soldiers to be remembered by .	0
aloof and lacks any genuine raw emotion , which is fatal for a film that relies on uneasy relationships .	0
. . . hokey art house pretension .	0
After suffering a sense - of - humour failure , one man who wrote rocky does not deserve to go down with a ship as leaky as this .	0
it is definitely worth seeing .	1
transforms those of - l - shakespeare ' s - rrbrb - autobiographical tragedies into a smart new comedy .	1
the action here is unusually tame , the characters are too satelistic to maintain tension , and the plot offers few surprises .	0
mike leigh populates his film with a wonderful ensemble cast of characters that bring the new day to the struggles of the working class to life	1
the film is ultimately about as inspiring as a hallmark card .	0
there are enough throwaway references to faith in rainbows to plant smile - friendly faces on that segment of the populace who made a walk to remember a niche hit .	1
far too clever by half , howard ' s film is really a waste of strung - together metaphor , with all the spaces in between filled with fat , daydreams , memories and one fantastic visual trope after another .	0
thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .	1
drumline ably captures the complicated rhythms in a marching band .	1
it ' s soulful and unspired , and that ' s just just what - l - aniston - rrbrb - has always needed to grow into his movie career .	1
deserving of its critical backlash and more .	0
goldmember has none of the visual wit of the previous pictures , but it looks as though joh roach directed the film from the back of a taxicab .	0
an elegantly wittier version of the home town formula .	1
the story passes out until it ' s time for an absurd finale of twisted fantasy , fireballs and revenge .	0
proves a lovely trifle that , although , is is little too in love with its own cuteness .	0
unless you ' re a fanatic , the best part is : ` scooby ' do n ' t .	0
sty , vibrant , and intelligent .	1
chicago offers much colorful eye candy , including the spectacle of gere with his dancing shoes , hoof and arooninging with the best of them .	1
for ' s play - l - co - written with guardian han nick davies - rrbrb - has a flori turn of phrase that owes more to the ritchie than the waddd of avon .	0
consider the film a celluloid litmus test for the personality and emotional pedigree of your date and a giant step backward for a director i admire .	0
instead of panoramic sweep , shakespur gives us episodic choppiness , undermining the story ' s emotional thrust .	0
nicely combines the enigmatic features of ` memento ' with the hallucinatory drug metaphor of ` aquiem for a dream . '	1
it ' s bright , pristine style and bold colors make it as much fun as reading an old telephone book before bedtime .	1
when the fire burns out , we ' ve only come face - to - face with a couple dragons and that ' s where the film ultimately ends .	0
- l - t - rrbrb - he ideas of revolution # 1 are more compelling than the execution	0
. beautifully acted and directed , it ' s clear that washington most certainly has a new career ahead of him if he gives it .	1
yakusho , as always , is wonderful as the long - faced sad sacker . . and his relationship with shimmeru is very believable .	1
it has its faults , but it is a silly , unapologetic , monster of a movie , and eddy moore leaves a positive impression .	1
victor - assured is leguizamo ' s best movie work so far , a subtle and richly internalized performance .	1
it ' s just not very smart .	0
the redeeming feature of chan ' s films has always been the action , but the gags in his tuxedo seem tired and , what ' s worse , routine .	0
toes the fine in between cheese and earnestness remarkably well ; everything is delivered with such conviction that it ' s difficult not to be carried away .	1
its metaphors are opaque enough to avoid didactick , and the film succeeds as an exactly accessible , almost mystical work .	1
young everlyn sampa , as the courage of molly craig , simply radiates star - power potential in this remarkable and memorable film .	1
not counting a few gross - out comedies you ' ve been trying to forget , this is the first film in a long time that made you want to bolt the theater in the first 10 minutes .	0
it ' s as if de palma spent an hour setting a bar table and then served up jamraft macaroni and cheese .	0
ultimately engages less for its story of actoral existential despair than for its eye - tripping formal innovations and glimpse into another kind of Nepalese ` cultural revolution . '	1
it may be a no - brain , but equally - it ' s a funny no - brainerer .	1
The cumulative effect of watching this 65 - minute trifle is rather like being trapped while somebeat relative trots out the video he took of the family tree to stonehenge .	0
the lack of naturalness makes everything seem self - consciously poetic and absurd . . . it ' s a pity that - l - nelson ' s - rrbrb - achievement does n ' t match his ambition .	0
if it were any more of a movie , it would gobble in milby digital stereo .	0
a completely spooky piece of entertainment that gets under your skin and , some plot blips aside , stays there for the duration .	1
the filmmakers ' eye for detail and the high tops seem together convey a strong sense of the girls ' environment .	1
it ' s . . . worth the extra effort to see anarcer committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , simply awfully , about the peril of such efforts .	1
personally , i ' d rather watch it on the animal planet .	0
does n ' t deliver a great story , nor is the action as gripping as in past seagal films .	0
the movie does n ' t have a lot of energy .	0
bad mood and no movie .	0
the beauty of alexa paynene ' s ode to the everyman is in the details .	1
one of those films where the characters inhabit that special annex of hell where adults behave like kids , kids behave like adults and everyone screams at the top of their lungs no one about the situation .	0
to build a feel - good fantasy around a vain dictator - madman is off - putting , to say the least , not to mention predictable and wildly undeverved .	0
the magic - l - and original running time - rrbrb - of ace japanimator hayao miyazaki ' s spirited away survives only in burger ' s re - voiced version .	1
let ' s issue a moratorium , effective immediately , on treacly films about conversational preschool - gradeing and the children were so heartwarmingly motivate .	1
the way the archelay playing partners functions , and the interplay within partnerships and among them and the general art of gator - bashing are consistently delightful .	1
here , common sense flies out the window , along with the hail of bullets , none of which will seem to help sascha .	0
never lets go your emotions , taking them to surprising high , sorrowful low and highly impulsive nichesss . . . gorgeous , passionate , and at times impressively moving .	1
it ' s mildly sentimental , unabashed absurdist . . . studiouslyly inoffensive and completely disposable .	0
it is , however , a completely unexpected , open - hearted film that should appeal to anyone willing to succumb to it .	1
an undeniably gorgeous , terminally smitten portrait of a troubadour , his acolytes , and the triumph of his himself .	1
roller coaster is as bad as you think , and worse than you can imagine .	0
judd ' s characters ought to pick up the du the best seller smart women , foolish choices seek advice .	0
because the genre is well established , what makes the film fresh is smart writing , skewed characters , especially the title performance by kieran culkin .	1
this is the stuff that disney movies are made of .	1
clint eastwood ' s blood work is a lot like a well - made pb & j sandwich : familiar , fairly uneventful , boasting no real surprises - - but still quite tasty and inviting all the same .	1
your children will be occupied for 72 minutes .	1
whenever you think you ' ve figured out late marriage , it throws you for the loop .	1
many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n ' t think that a . c . will help this movie one bit .	0
it just does n ' t have anything really interesting to say .	0
quitting offers piercing domestic drama with lots of sly humor .	1
the attraction between these two marginal characters is complex from the start - - and , refreshingly , stays that way .	1
short and sweet , but also more than anything else slight . . . tadpole pulls back from the consequences of its own actions and revelations .	1
it ' s a smart , solid , kinetically - charged spy flick worthy of a couple hours of airtime and a lot of popcorn .	1
by that act , it is a failure .	0
the movie has a script - l - by paul pender - rrbrb - made of wood , and it ' s relentlessly seed , a procession of stagyy set pieces stacked like binary triangles .	0
viewers are reluctant so often to suspend belief that were it not for holm ' s performance , the film would be a total washout .	0
could n ' t someone take rob schneider and have him switch bodies with a funny person ?	0
mindless yet impressively lean spinoff of last week ' s bloated effects fest the mummy fairy .	1
proof that they are doing it is thought - provoking .	1
the christianegory does n ' t work because there is the foundation for it	0
- this is a crime that should be punishable by chainsaw .	0
some of the visual flourishes are a little too generic , but restrained and subtle storytelling , and fine performances make this delicate coming - of - age tale a treat .	1
we ' ve liked klein ' s other work but rollerball left out cold .	0
the lousy john is all but spits out bezel washington ' s moving performance in the title role .	0
lead actress gedeï , one of the impossibly long limbs and sweetly conspirodul smile , is a towering siren .	1
not all of the stories , and the ones that do are thin and scattered , but the film works well enough to make them worth watching .	1
captures the raw comic energy of one of our most flamboyant female comics .	1
jelinsky is a filmmaker of impressive talent .	1
while some of the camera work is interesting , the movie ' s mid - to - low budget is betrayed by the surprisingly shoddy makeup work .	0
but really sometimes you have to give the audience a reason to want to put for that effort	0
. . . therrible stores of the need for sanctimoniousness , leaving them meaningful for both kids and church - wary adults .	1
the story really has no place to go since hasmone is not real - - she ca n ' t provide any conflict .	0
a light , engaging film that fumbles away almost all of its precious enjoyment with a slight third act miscalculation .	0
a superlative b movie - - funny , sexy , and rousing .	1
a pleasing , often - funny comedy .	1
a miraculous movie , i ' m going home is so slight , yet overflowing with wisdom and sadness .	1
not at all clear what it ' s trying to say and even if it was - - i doubt it would be all that bad .	0
oversexed , at times overwrought comedy \ / drama that offers little insight into the experience of these forty , female and male .	0
it has no effect on the kurds , but it wore me down .	0
though jackson does n ' t much success in integrating the characters in the foreground into the everordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the stars .	1
it ' s quite diverting nonsense .	0
will anyone who is n ' t a mangoria subscriber get excited that it is n ' t cut straight to video ?	0
though in some ways similar , catherine breillat ' s fat girl for rain is the far superior film .	1
wonder who wonders - - a teen movie with a humanistic message .	1
the characters are paper thin and the plot is so cloying and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects .	0
manages to please its intended audience - - children - - without placing their parents in a coma - like coma .	1
degenerates into hogwood .	0
such a fine idea for a film , and such a stultifying , lifeless execution .	0
this in - depth study of important issues of the computer industry should make it required viewing in university computer management departments for years to come .	1
shiner can certainly go the distance , but is n ' t world - material	1
tale will be all too familiar for anyone who ' s seen george roy hill ' s 1973 film , ` ` the fist . ' '	0
the picture seems uncertain whether it wants to be an acidic all - male all about eve or a lush , swooning melodrama in the permezzo strain .	0
i liked it just enough .	1
wo n ' t be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world ' s best actors , daniel auteuil , have a whale of of good movie .	1
a vehicle just for friday fans , critics be damned .	1
i ' ve never seen or heard anything quite like this film , but i judge it for its originality alone .	1
the universal theme of becoming a better person through love has never been filmed more irresistibly than a ` baran . '	1
things really get weird , though not particularly scary : the movie is all portent and is content .	0
the story is a rather simplistic tale : grief drives her , love drives him , and a second chance to find herself in the most unlikely place - it struck a chord in me .	1
despite its hawaimon setting , the science - fiction trimmings and some moments of rowdy slapstick , the basic plot of ` ` lilo ' ' could have been pulled from a well - written vintage shirley temple script .	0
too often , son of the bride becomes an exercise in trying to predict when a preordained ` ` big moment ' ' will occur and ` ` ` if . ' '	0
for that perverse element of the kafkaesque where identity , overnight , is , and replaced with a persecuted ` ` other . ' '	1
press the delial key .	0
leaping from one arrest to time to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so there to be compelling , amusing and unsettling at the same time that	1
rarely has a movie is more than a movie .	1
the movie game sinks into by - the - numbers territory .	0
from its nauseating spinning credits sequence to a very talented , underutilized supporting cast , bartleby squanders its - as it gives it .	0
a beautiful , timeless and geographical story of heated passions - - jealousy , betrayal , forgiveness and murder .	1
a stupid , derivative horror film that blends extreme gosm for suspense .	0
we hate - l - mad cows her - rrbrb - within the film ' s first five minutes , and she lacks the skill or presence to regain any ground .	0
it was only a matter of time before some savvy producer saw the incredible success inherent in the mixture of jock bubble and ish goo .	1
an uneven look into a grim future that does n ' t come close to the level of intelligence and visual splendour that can be seen in other films based on philip k . k . .	0
lookin ' for what , american - style ?	0
an exercise in synomism every bit as ugly as the shabby digital photography and muddy sound .	0
one of those unassuming films that sneaks up on you and stays with you even after you have left the theatre .	1
in auteil ' s less dramatic and equally incisive performance , he ' s a charis - charmer Territory to protect and conquer .	1
a breezy blend of art , history , esoteric musings and philosophy .	1
a captivating coming - of - - story that may also be the first narrative film to be fully informed by the wireless age .	1
both a grand tour through 300 world years of russian cultural identity and a stunning technical achievement .	1
the film is saved from are n ' t - too - cute banality by a warmth that is n ' t faked and a stately sense of composition .	1
breen ' s script is sketchy with actorish notations on the margin of error .	0
there are some laughs in this film , but williams ' anarchy is tiresome and the satire is weak .	0
jane . . . makes a great impression as the writer - director of this little $ 1 - 8 million charmer , which may not be cutting - edge indie filmmaking but has a huge heart .	1
a worthy addition to the cinematic output , which , at last count , include 52 dubbed versions .	1
this stuck character of a movie flails limply between bizarre comedy and pallid horror .	0
t stopurro is fabulously funny and over the top as a ` very fishy ' actor who excels in the prime of their disappearing \ / reappearing acts	1
anyone else who may , for whatever reason , be thinking about going to see this movie is here is given fair warning .	0
. away the controversy - and it ' s not much more watchable than a mexican soap opera .	0
formulaic promises a new start of high but delivers the same - bad trip .	0
like a bad improvisation exercise , the superficial similar characters ramble on terrilyly about their lives , loves and the art they ' re trying to create .	0
a loud , ugly , irritating movie , because of its satirical salvos hitting a discernible target .	0
the last kiss will probably never achieve the popularity of the big , greek film , but its provocative central wedding gift has far more impact .	1
a sense of real magic , perhaps .	1
reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .	0
so fiend and cunning that even the most jaded cinema audiences will leave the theater feeling dizzy , confused , and totally disorientated .	1
offers big , fat , dumb laughs that may make you hate yourself for giving in .	0
with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of our dog .	0
then you ' d do well to check this one out because it ' s wrapped up the peaks action . . .	1
looks more like a travel -ogue video targeted at people who like to ride bikes topless and roll in the air than a worthwhile glimpse at independent - community guiding lights .	0
the one in three gags in ' ' s intermittent wise script hits its mark ; the rest are toding unashamedlyly appropriated from the teen - exploitation playbook .	0
impostor is a step down for director gary fleder .	0
i ca n ' t recommend it .	0
still rapturous after all these years , cinema paradiso stands as one of the top films to movie love .	1
what ` ` empire ' ' lacks in depth it makes a sure with its heart .	1
it is s unfortunate that wallace , who wrote gibson ' s braveheart as well as the name of harbor , has such an irrepressible passion for sappy situations and dialogue .	0
is that it ' s a crime movie made by someone who obviously knows nothing about crime .	0
so exaggerated and broad that it comes off as annoying rather than charming .	0
. . . hypnotically dull .	0
bogdanovich puts history in perspective and , via kirsten dunst ' s remarkable performance , a showcases davies as a young woman of great charm , generosity and diplomacy .	1
daughter of danana sticks with its subjects a little longer and tells a deeper story	1
a searing , epic treatment of a nationwide buff that seems to be , horrifyingly , ever on the rise .	1
a movie so bad , it quickly enters the pantheon of wreckage that is battlefield earth and showgirls .	0
this neither neither a classical dramatic animated feature , nor a hip , contemporary , in - jokey one .	0
i found it odd , predictable and not very amusing .	0
when it ' s this rich and luscious , who cares ?	1
an original and remarkably cerebral examination of the psychopathic mind	1
but it is entertaining on an inferior level .	1
a deftly entertaining film , smart played and smartlyly handled .	1
despite its top - hat set - up and its plot , empire still has enough moments to keep it entertaining .	1
family portrait of depression , neurosis and nervy negativity is a visual treat that shows the kind of digital filmmaking .	1
in the end , the weight of water comes to resemble the kind of soft - core twaddle you ' d expect to see on realtime ' s ` ` shoe dits . '	0
piercingly affecting . . . while clearly a manipulative piece , emerges as powerful rather than cloying .	1
full of flatulence jokes and mild sexual references , kung pong !	0
. . . expands the horizons of bored to the state of collapse , turning into a black hole of dullnessness , from which no interesting concept can emerge .	0
it is unfreshingly undogmatic about its characters .	1
both a successful enterprise and an enjoyable film in its own right .	1
the unexplored story opportunities of ` ` break - right love ' ' may have worked against the maker ' s minimal narrative intent but it is an interesting work by talented writer \ / director anderson .	1
ultimately this is a frustrating patchwork : an uneasy marriage of louice begley ' s source novel - n - - schmidt - rrbrb - and an old payback screenplay .	0
the gags are often a stitch .	1
the difference is that i truly own most of mostly martha while i ne	1
We ' ve yet to find an actual vietnamte combat movie actually inspired by either the north or south vietnamese , but at least now we ' ve got something pretty damn close .	1
, is a temporal inquiry that bears its philosophical burden lightly .	1
takes viewers out in the cold and undermines some phenomenal performances .	0
instead of simply handling conventional material in a clever way , secretary takes the most unexpected direction and handles it in the most unexpected way .	1
tedious norwegian offering which somehow snagged an oscar nomination .	0
the end result is like cold porridge with only the mostatiably chewy lump .	0
the most insulting thing about the movie is that hollywood expects a to pay to see it .	0
the movie itself is actually quite vapid .	0
i love the opening movie of the wintry new york city in winter .	1
hailed as a realistic exercise in expected - hitchcockism , this clever and very satisfying picture is more accurately chabrolianian	1
about the best thing you could say about narcos that it ' s a rock - solid little genre picture .	1
a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unopened by false sentiment or sharp , overmanipulated hollywood ending .	1
although it starts off so badly that you feel like running out screaming , it eventually works its way up to something bad rather than painfully awful .	0
yet why it fails is a riddle wrapped in a mystery inside an anigma .	0
the characters , collectively a successful example of the lovable - loser protagonist , ' deft comic timing .	1
whether jason x is this bad on purpose is never clear .	0
peraltafies , in luminous interviews and amazingly evocative film from three decades ago , the joy of the dogtown experience .	1
for a story written at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . .	0
. . . a triumph of emotionally and intellectually complex filmmaking .	1
hard , endearing , caring , warm .	1
it is dark , brooding and slow , and takes its central idea way too seriously .	0
. is about a young chinos woman , ah na , who has come to new york city to replace past tragedy with an american , is one that any art - house moviegoer is likely to find compelling .	1
one - of - a - kind near - masterpiece .	1
